,content,sentimen
440,"Sebenarnya game nya bagus, cuma berat aja, saya sudah 5 hari terkena dark sistem dan setiap saya MVP ga dianggap katanya masalah jaringan, perasaan jaringan saya bagus. Saya mohon benar-benar mohon tolong game nya jangan terlalu berat HP SAYA GA KUAT SAYA MUAK TERKENA DARK SISTEM, NIAT PENGHILANG RASA SETRES SAYA MALAH MERASA JADI GILA, YA TUHAN. KASIHAN SAMA YANG PUNYA HP RAM DIKIT, SAYA TAU SAYA MISKIN TAPI MOHON PENGERTIANNYA NYA LAH, SAYA FULL BERKATA KASAR HARI INI SAYA MERASA KECEWA SANGAT",0.0
441,Hero-nya beragam dan sangat menghibur,1.0
442,seru banget deh,1.0
443,Gameplaynya mantap dengan strategi tinggi,1.0
444,Kontrolnya mantap dan responsif,1.0
445,Sangat oke untuk dimainkan setiap hari,1.0
446,Gameplaynya mantap dengan strategi tinggi,1.0
447,TOLONG PERBAIKI MATCH MAKING MIN! MASSA SOLO NABRAK PARTYAN TERUS,0.0
448,Saya sangat nyaman memainkan game ini dan grafik map dan map sangat halus dan berwarna,1.0
449,Lebih bagus dari sebelah 🤭,1.0
450,Game jelek,0.0
451,Komunitasnya aktif dan bagus sekali,1.0
452,Efek suaranya mantap dan keren,1.0
453,Tidak kikir seperti moonton,1.0
454,Game cacat,0.0
455,LEBIH PARAH DARI MOBILEGENDS LEBIH EMOSI MAEN INI SUMPAH.. SISTEMNYA KAYA DI MAEN2IN GAK RENGKEDNYA LEBIH SUSAH,0.0
456,Reward harian sangat menghibur dan menarik,1.0
457,oklah gamenya,1.0
458,Sangat oke untuk dimainkan setiap hari,1.0
459,Suka gamenya grafis bagus plus suka kasih banyak event nya sma skin gratis tanks hok... Hero² nya bener interaktif,1.0
460,masih pemula enak buat belajar,1.0
461,Komunitasnya aktif dan bagus sekali,1.0
462,"Sistem pemilihan tim yang nggak seimbang, tim musuh terlalu jago sedangkan tim kita nggak jago",0.0
463,Komunitasnya aktif dan bagus sekali,1.0
464,"vantek jaringan ku lag trus keluar sendiri masuk lagi, loading nya 5menit bagus maen ml hD",0.0
465,Kontrolnya mantap dan responsif,1.0
466,Game ini sangat oke dan seru,1.0
467,Ngikuti ml,0.0
468,game nya bagus,1.0
469,Game ini benar-benar mantap!,1.0
470,Game manghina ml,0.0
471,gem ini sangat jelek,0.0
472,Event dalam game sangat menghibur,1.0
473,Grafiknya bagus dan memukau,1.0
474,Game keren,1.0
475,Game nya kaku,0.0
476,SERU CIKKK BEDA DARI SEBELAH,1.0
477,Makasih sudah membuat game sebagus ini,1.0
478,Yang bner aja marchmackingnya kena dark system kadang 5x atau lebih saya kalah bruntun. #solo,0.0
479,"bgs, keren",1.0
480,Event dalam game sangat menghibur,1.0
481,game yang sangat bagus,1.0
482,Mayan lah,1.0
483,Sangat puas,1.0
484,game nya ramah❤️,1.0
485,Sistem pertarungan sangat oke dan adiktif,1.0
486,sangat bagus,1.0
487,Geme burik lah masih bagus San mlbb,0.0
488,gemes sangat baik,1.0
489,bagus dan ringan ga kaya Ml,1.0
490,Sangat oke untuk dimainkan setiap hari,1.0
491,mantap lah,1.0
492,bagus ini cocok banget para ram HP nya kecill,1.0
493,sangat bagus saya suka game ini,1.0
494,"Gamee seruuu bett , gw suka darii gimana developer ini membuat game ini yang sangat niat , wkwkw game ini sangat memanjangkan mata sayaa nice game dah , lanjutkan perkembangan game ini 👍",1.0
495,Developer sangat oke dalam update,1.0
496,sangat cocok untuk saya,1.0
497,Buat apa makin game ini mending ml,0.0
498,Game nya seru thank developer lebih seru dari game sebelah pertahankan 🙏😅,1.0
499,Event dalam game sangat menghibur,1.0
500,anjir bagus bet,1.0
501,geme bagus sekali,1.0
502,Grafiknya bagus dan memukau,1.0
503,Game nya seru ketemu player berbagai macam negara,1.0
504,Heronya kaku,0.0
505,Kok ngelag² udh gitu karakternya mirip game sebelah lagi,0.0
506,banyak dark sistem,0.0
507,Gak kuat hp ngefrem,0.0
508,Game ini sangat oke dan seru,1.0
509,Pertarungannya seru dan menghibur banget,1.0
510,keren dan seru tidak bosen,1.0
511,sangat bagus,1.0
512,Gamenya udah bagus dari segi tampilan dan grafiknya juga memanjakan mata semoga game ini kedepannya sukses dan bisa lebih bagus lagi sekian.,1.0
513,Topp gada yang kurang sih,1.0
514,Kontrolnya mantap dan responsif,1.0
515,mantap pokoknya,1.0
516,game baik dan tidak pelit🗿,1.0
517,Reward harian sangat menghibur dan menarik,1.0
518,sangat menarik untuk memainkannya,1.0
519,Komunitasnya aktif dan bagus sekali,1.0
520,Gamenya keren gk ada dark sistem gk kayak sebelah udh kikir banyak dark sistem nya lagi pokonya hok keren jadi saya kasih reting 5,1.0
521,Gameplaynya mantap dengan strategi tinggi,1.0
522,ml sentiasa di hati,0.0
523,Game baru nyindar nyindir ml lu,0.0
524,Game Nya Seru Dan Menyenangkan,1.0
525,Grafiknya bagus dan memukau,1.0
526,Grafik nya burik,0.0
527,yah saya suka banget karena hp saya tidak ngeprime kayak di ml,1.0
528,Sangat oke untuk dimainkan setiap hari,1.0
529,lebih seru dari pada ml,1.0
530,"Grafik oke,mackmaking gak nabrak,baru pertama log in dapat 20 hero dan 10 skin plus jaringannya lancar. Kalo gw pikir² lebih bagus game ini sih dari pada game sebelah(MOBILE LEGEND).",1.0
531,kembangkan terus dan lebih bikin tertarik dari game sebelah ya tencen,1.0
532,"tingkat kan, biar muda mainya",0.0
533,game yang menarik,1.0
534,"Menurutku Memang Game Ini Lebih Bagus Daripada Mobile Legends, sering menang kalo main game ini hehe",1.0
535,Sangat menghibur dan tidak membosankan,1.0
536,Sistem pertarungan sangat oke dan adiktif,1.0
537,"Kurang puas sih, jaringan bagus dan kondisi hp juga masih bagus tapi kenapa pas lagi main malah ngeclose sendiri dan menghubungkan ulangnya membutuhkan waktu yg lama mohon penjelasannya admin",0.0
538,Game copy,0.0
539,bagus banget 👍👍👍,1.0
540,Event-eventnya sangat oke dan menarik,1.0
541,"ngelag parah pdhal maen di sbelah lancar,.",0.0
542,game. baik,1.0
543,Pertarungannya seru dan menghibur banget,1.0
544,Event-eventnya sangat oke dan menarik,1.0
545,Game ini benar-benar mantap!,1.0
546,Permainan nya seru banget,1.0
547,Hero-nya beragam dan sangat menghibur,1.0
548,sangat bagus,1.0
549,Gemnya kren gak kayak gem sebelah,1.0
550,Bagus banget games honor of kings nya banyak skin gratis gak kaya game mobilegend,1.0
551,aku suka,1.0
552,Loding nya lama abis,0.0
553,Banyak dark sistem nya di sini,0.0
554,"Download data nya lama, padahal jaringan ku aman - aman aja, satu jam ku tunggu tapi tidak selesai - selesai masih ngestack di 18, setelah itu GK mau jalan lagi download data nya",0.0
555,lebih seru dari mlbb sih 👍👍👍👍,1.0
556,"menyenang kan,,,,mantap tuk di mainkan",1.0
557,bagus game,1.0
558,per mainan nya bagus,1.0
559,bagus bnget,1.0
560,"game nya keren dan seru,saya suka",1.0
561,bagusan ini daripada ML,1.0
562,Game susah,0.0
563,"Keren grafis bagus event banyak terimakasih tencet aku suka dengan game ini, singkirkan mobile legend naikkan honor of kings.",1.0
564,Malesin jir musuh jago temen kagak ad yg bisa main jir,0.0
565,game seru,1.0
566,"Kualitas game yang sangat bagus,saya sangat suka dengan game ini",1.0
567,Sama aja kayak ml ada drak sistemnya,0.0
568,Event dalam game sangat menghibur,1.0
569,Publiknya serasa epik balik ml aja gw lah taii,0.0
570,Sangat oke untuk dimainkan setiap hari,1.0
571,Mending main ml aja,0.0
572,Game rusak,0.0
573,sangat bagus game nya,1.0
574,GAME bagus,1.0
575,"Lebih tolol lagi dari user ML, buta map kocak.",0.0
576,Game keren jelas bintang 5 banyak hadiah menarik yang pasti gratis sistem matchmaking juga nyaman maju terus HOK pasti bisa nyaingin moba lain,1.0
577,Sangat oke untuk dimainkan setiap hari,1.0
578,gemenya sangat bagus,1.0
579,game bagus buat saya,1.0
580,Memori gw bocor Karna ni aplikasi Bagi developer tolong di kecilkan size nya,0.0
581,Game gak jelas kurang persiapan nii yang buat massa gue mau maen rank sulit amat . Banyak ngebag apaan nii game buat emosi ajjah Manding balik lagi ke ml,0.0
582,Game baru terbit 🤣🤣🤣,0.0
583,mantap per.ainannya bagus seneng saya👍👍👍,1.0
584,"Ngabisin memory.... G bisa d dowld, pdh dah hapusin bbrp apl🤦🏻‍♂️",0.0
585,Game ini pay-to-win parah,0.0
586,Yang lain udah oke ini masalahnya internet yang lag di lobby lagg bangett sampe ketinggalan ga masuk matchmaching terus aku coba terus meskipun lag in game lancar ni lag ini maksudnya kenapa dah tolong di perbaiki dan di respon cepat²😁🙏🏽,0.0
587,"Kalo ada anggota tim yang ngetroll tolong dikasih kompensasi rank tidak turun dong, jangan cuma dikasih chest yang isinya sampah",0.0
588,Sindir game orang,0.0
589,game yang seru banget aku jika bosan bermain game honor of king game yang sangat seru,1.0
590,Jelek ngikutin MLBB ngejelekin ml pula wuuu Grafik nya mah paling jelek wuuuuuuuu,0.0
591,"Suka sama efek suara, musik nya juga, dan tidak bentrok dengan lane yang sama;)",1.0
592,Baru log in langsung ngebug padahal memori hp masih sedikit tapi udh ngebug game sampah,0.0
593,seru dan ringan grafik juga bagus,1.0
594,Lebih keren dari moba sebelah,1.0
595,"Jujur, karena gw dulunya player ml, dan adanya ini game moba selain game moba lainnya gw tertarik sama game nya apalagi kontrol nya yg mirip dengan mobile legends jadi enak, makasih buat developer yg telah membuat game ini☺salam dari player mobile legends 😊🙏",1.0
596,tolong buat pihak hok di betulkan lah masa saya login pake wifi ga bisa padahal wifi nya lancar,0.0
597,Game koplak Perhitungan score yang aneh kocak,0.0
598,"The best lah hok, event nya keren"" semua",1.0
599,saya suka sekali,1.0
600,bgus banget,1.0
601,Gm ancur bikin emosi datar amat 💢,0.0
602,GAME INI SAANGAT2 BAGUS,1.0
603,Game plagiat nya plagiat,0.0
604,game nya keren baik gak pelit kayak monton,1.0
605,Game bot asuuu ktmu bnyak boott woyy,0.0
606,"mbps nya terlalu tingi susuah main nya patah""",0.0
607,Game ini benar-benar mantap!,1.0
608,keren gratis hero,1.0
609,bagus bgt,1.0
610,"game keren, TAPI LEBIH BAGUS KALO AGAK LEBIH BERWARNA GITU, TAPI GPP KEREN KOK....",1.0
611,Mantap baru main langsung penta kill,1.0
612,bagus gak pelit skin kaya montoon,1.0
613,gak lag,1.0
614,Komunitasnya aktif dan bagus sekali,1.0
615,Dermawan bat developer nya,1.0
616,game plagiat ml,0.0
617,Gameplaynya mantap dengan strategi tinggi,1.0
618,aku suka gem ini,1.0
619,jangan mau kalah sama game sebelah,1.0
620,Developer tidak mendengarkan pemain,0.0
621,moba terbaik,1.0
622,boleh ga min mbnya dikurangin 😭😭,0.0
623,Game ini benar-benar mantap!,1.0
624,Event dalam game sangat menghibur,1.0
625,"Gamenya bagus ,grafiknya bagus",1.0
626,Bagus sekali saya suka menghibur dan seru,1.0
627,Karena 1.durasi dari recall terlalu lama 2.tidak ada info tentang skill di battle 3.yang paling fatal adalah fps suka turun drastis secara tiba-tiba padahal wifi no lag Udah itu aja kekurangan nya,0.0
628,"Kenapa match making nya sangat buruk, dimana kita dipertemukan dengan rank yang jauh lebih rendah, serta baru mempelajari heronya. Mohon untuk di evaluasi lagi agar mengurangi penurunan bintang pada pemain yang bermain secara solo. Dan mohon untuk ditingkatkan lagi match making nya agar lebih balance dan dapat dinikmati semua orang. Terimakasih............",0.0
629,"Gk bisa ganti akun gmail buat top up, game jelek minus segala aspek. Gua cuma kesal aja gk bisa to up udah lihat sana sini tetap gk bisa ganti akun buat top up, padahal gua login udah pakai akun gmail yg bener, malah ke akun gmail sekunder gua yg di tagih, udah itu gk bisa ganti lagi.",0.0
630,Reward harian sangat menghibur dan menarik,1.0
631,Efek suaranya mantap dan keren,1.0
632,"akhir akhir ini hok jaringannya suka ga stabil, mohon diperbaiki soalnya mengganggu pengalaman bermain para player, xie xie",0.0
633,game burik,0.0
634,MANTAP GAME MOBA TERBAIK YANG PERNAH KUMAININ UDAH DAPET SKIN EPIC GRATIS LAGI + GAMENYA SERU DAN HERONYA JUGA BANYAK YANG SERING KUMAININ ITU HERO KAIZER SOALNYA ENAK.,1.0
635,Sukses selalu h.o.k. dan jangan lupa Perkembangkanlebih banyak lagi👍,1.0
636,Gamenya makin tidak waras.masa tier makin tinggi pingnya tinggi juga ngelagnya udah pengaturan jaringan kaga bisa diapa2in.ditambah lagi pengaturan grafis buat ngoptimalkan grafis susah.pakai wifi saya main kaya main ditengah hutan.kocakkk!!!!!!!,0.0
637,gamenya sangat seru,1.0
638,Gameplaynya mantap dengan strategi tinggi,1.0
639,Efek suaranya mantap dan keren,1.0
640,". patah""sinyal",0.0
641,Game aneh grafik pun juga aneh,0.0
642,Gamenya sangat bagus untuk dimainkan,1.0
643,Hero-nya beragam dan sangat menghibur,1.0
644,"game apa ini, di lobby aja bikin hp ngestak, ga kaya ML, meski sambil download data pun bisa, game gajelas",0.0
645,Sangat bagusss,1.0
646,"Ini baru game moba ya baik,ramah hp kentang dan match making ya adil.",1.0
647,GAME BAGUS GA KAPITALIS,1.0
648,Aku bru memainkan gem ini merasa senang dn gk bnyk menguras Data.,1.0
649,Game ini benar-benar mantap!,1.0
650,game terbaik,1.0
651,"Bagus banget, saya suka sekali",1.0
652,baguss gamenya,1.0
653,"Bagus banget, saya suka sekali",1.0
654,Hero-nya beragam dan sangat menghibur,1.0
655,game terbaik 2024,1.0
656,Saya coba beberapa hari ternyata drak sistemnya lebih parah dari moonton. Saya uninstal lagi kebanyakan tim bot. Keseimbangan pemain tidak sesuai dapat tim yang ga jelas. Skil musuh lebih op,0.0
657,gamenya keren,1.0
658,Hero-nya beragam dan sangat menghibur,1.0
659,Efek suaranya mantap dan keren,1.0
660,Lag bgt mana pas loadingnya masih belum loading,0.0
661,game keren,1.0
662,game nya sangat seru!!!,1.0
663,Event-eventnya sangat oke dan menarik,1.0
664,Game burik,0.0
665,game yg kern,1.0
666,gemnya menarik,1.0
667,game ini sangat bagus,1.0
668,grafik halus mantab,1.0
669,Sangat oke untuk dimainkan setiap hari,1.0
670,Skill hero sangat bagus dan unik,1.0
671,Damage gak masuk akal Demage tower gak terlalu sakit jadi musuh main masuk aja war di tower,0.0
672,Sangat oke untuk dimainkan setiap hari,1.0
673,"game nya seru, ringan, best lh pokoknya",1.0
674,Dark system nya banyak,0.0
675,Hero-nya beragam dan sangat menghibur,1.0
676,"apalah katanya lebih bagus dari game sebelah nyatanya klo lgi main mlh patah² padahal ram saya tinggi tapi tetap aja patah² trus player nya pada nga asik sumpah, saya udah coba berbaur di game nya tetep aja player nya pada judes,cuek, dan ga asik makanya bru 2 hari download trus saya hapus lagi",0.0
677,Udah main game ini dari tahun 2020 GX bosen bosen,1.0
678,"Minimal g nyamain mlbb dong mikir kek,habis pikiran kah",0.0
679,Game ini benar-benar mantap!,1.0
680,Pertarungannya seru dan menghibur banget,1.0
681,Game baikm🥰🥰🥰,1.0
682,saya suka game ini soalnya heronya gratis bukan kaya ml harus beli skin pula males,1.0
683,"Lebih bagus dari Mobile Legends : Bang Bang, matchmaking lebih adil, tidak ada permainan buruk dari players lain, dan no feeder. The best lah pokoknya Honor of Kings... MOBA kok cuman rame di Asia tenggara ????!🤪",1.0
684,"Bagus banget, saya suka sekali",1.0
685,Game keren,1.0
686,Skill hero sangat bagus dan unik,1.0
687,Reward harian sangat menghibur dan menarik,1.0
688,bagus grafik mana skin gratis nya,1.0
689,Ni game bagus bgt sumpah dan enak bgt mainnya,1.0
690,mantap ni,1.0
691,Skill hero sangat bagus dan unik,1.0
692,bagus seru,1.0
693,Game niru niru kok bangga minimal itu gak niru lah,0.0
694,Update terbaru membuatnya lebih mantap,1.0
695,Gamenya sangat bagus untuk dimainkan,1.0
696,game nya ga berat lumayan lah ya,1.0
697,Komunitasnya aktif dan bagus sekali,1.0
698,Gamenya sangat bagus untuk dimainkan,1.0
699,Developer sangat oke dalam update,1.0
700,Sistem pertarungan sangat oke dan adiktif,1.0
701,Dapet tim gaje mulu,0.0
702,Gamenya sangat bagus untuk dimainkan,1.0
703,gem nya seru dari pada ML,1.0
704,Gatau suka aja seru gituu,1.0
705,lebih. baik dari pada monton,1.0
706,bagus 👍👍👍👍👍😎😎😎😎😎,1.0
707,Sangat oke untuk dimainkan setiap hari,1.0
708,gamenya asik bgt asli game hd bgt makasi hok,1.0
709,"Malas, banyak dark sistem ml yang pindah di hok, jadi malas main",0.0
710,SUMPAH INI GAME BAIK BANGET BANYAK SKIN GRATIS GK KAYA GEM SEBELAH PELIT,1.0
711,game bgus,1.0
712,Skill hero sangat bagus dan unik,1.0
713,Game ini sangat oke dan seru,1.0
714,Kadang musuh tidak seimbang,0.0
715,ok mantap,1.0
716,moba paling bgus,1.0
717,Grafiknya bagus dan memukau,1.0
718,Game jelek Susah di mainin Tim tolol Hero gak jelas Hero gak ada guna,0.0
719,game nya sangat bagus,1.0
720,keren abangkuh,1.0
721,mantap game nya,1.0
722,"TERIMAKASIH DEVLOPER HONOR OF KINGS KARENA TELAH MEMBERIKAN SKIN EPIC DAN LEGENDARY SECARA GRATIS, ITU MEMBUAT DEVLOPER SEBELAH MEMBERIKAN SKIN EPIC GRATIS JUGA AKU SANGAT SENANG😁",1.0
723,Kontrolnya mantap dan responsif,1.0
724,Keren dah,1.0
725,Bagus sih gw dpt legends juga,1.0
726,Game jelek mending ml,0.0
727,Gamenya bagus gk kayak MLBB di kasih drak sytem mulu mending main HOK gratis hd dan bagus,1.0
728,game yang bagus,1.0
729,"Skilnya delay padahal lancar sinyal, pas batle ping ga stabil Tolong diperbaiki lagi min",0.0
730,Seru banget gilaaa,1.0
731,Event dalam game sangat menghibur,1.0
732,game nya seru bangett😆,1.0
733,Game plagiat ml minimal (ml and ff),0.0
734,kerenn gameny,1.0
735,Sistem pertarungan sangat oke dan adiktif,1.0
736,keren sih,1.0
737,Anjir seru banget,1.0
738,"Game moba yang paling kusuka dari mekanik gameplay hero nya, serta map yang luas, dan juga efek skin yang mewah.",1.0
739,Game tolol setiap maen dapet tim beban klo gak tim tolol ketemu pemain indo malay beban semua,0.0
740,game sangat bagus,1.0
741,"Game taiii gw main rank losestreak Mulu sampe 11x jadi males anjg maen nya ,game bangsattt",0.0
742,"Mantap, gamenya ringan, match seimbang,",1.0
743,Kontrolnya mantap dan responsif,1.0
744,hp gw gak kuat asw,0.0
745,seru.grafik oke.hero efek oke,1.0
746,game bagus,1.0
747,Gameplaynya mantap dengan strategi tinggi,1.0
748,Bagus sekali,1.0
749,semangat terus,1.0
750,Plagiat ML,0.0
751,wow saya sangat suka sama game satu ini luar biasa,1.0
752,Game enak dan recomend. Asik dah,1.0
753,Efek suaranya mantap dan keren,1.0
754,mantap banyak gratis,1.0
755,Meniru mlbb,0.0
756,game yg bagus.. ga nyesel download,1.0
757,Efek suaranya mantap dan keren,1.0
758,Reward harian sangat menghibur dan menarik,1.0
759,Bagus banget game nya,1.0
760,tolong di perbaiki,0.0
761,Item sulit dipahami,0.0
762,Ngotak dikit lah kalah 5 kali menang 1x tcuih mengang kalah sekali doang buang buang waktu mending uninstall,0.0
763,sehat sehat game baik,1.0
764,Event dalam game sangat menghibur,1.0
765,kalau buat iklan gak usah nyindir mlbb kayak game elo aja yang lebih bagus orang bagusan mlbb Iyo gak usah sok paling bagus deh dasar game hok gak tau diri!!,0.0
766,keren game nya mantab bisalah bersaing dengan game sebelah,1.0
767,keren.. user di kasih kemudahan dalam permainan,1.0
768,gema ini sangat setu,1.0
769,Bagus mantab. 👍👍👍,1.0
770,Setiap main gem nya patah patah tolong diperbaiki dan diperhatikan,0.0
771,"Bagus banget, saya suka sekali",1.0
772,Seru sekali,1.0
