index,Content,Preprocessing,Sentimen,Prediksi,Category
313,"Dapat team ga pernah benar, Kalah mulu, gabisa kasih team yang bagus apa. Masa main kalah mulu. Aneh.","['team', 'tidak', 'pernah', 'benar', 'kalah', 'mulu', 'gabisa', 'kasih', 'team', 'bagus', 'main', 'kalah', 'mulu', 'aneh']",negatif,negatif,TN
314,Game paling ku suka dari dulu ini honor of kings ❤❤❤,"['game', 'suka', 'honor', 'of', 'kings']",positif,negatif,FN
315,saya sangat menyukai nya,"['sangat', 'suka']",positif,positif,TP
317,bagus banget game ini seru banget,"['bagus', 'banget', 'game', 'seru', 'banget']",positif,positif,TP
319,"Woi anjer, nih ya, gua kasih tau, kalau buat iklan tu yang bener bener aja lah an* gausah jatuhin game lain kntil, biar apa coba lu kek gitu hah? Bodo banget ini developer nya sumpah, baru terbit udah jatuhin game moba paling laris didunia an*, bodo se bodo bodonya loh, dari segi manapun lu masih kalah, ml masih jauh diatas lu, gua tau lu bisa berproses, tapi iklan lu itu loh, sumpah ga profesional banget, bodo, moga nasib lu sama kaya aov kontrol","['woi', 'anjer', 'ya', 'kasih', 'buat', 'iklan', 'bener', 'bener', 'an', 'gausah', 'jatuhin', 'game', 'kontol', 'biar', 'coba', 'gitu', 'hah', 'bodoh', 'banget', 'developer', 'sumpah', 'baru', 'terbit', 'udah', 'jatuhin', 'game', 'moba', 'laris', 'dunia', 'an', 'bodoh', 'bodoh', 'bodonya', 'loh', 'segi', 'mana', 'kalah', 'ml', 'jauh', 'atas', 'bisa', 'proses', 'iklan', 'loh', 'sumpah', 'tidak', 'profesional', 'banget', 'bodoh', 'moga', 'nasib', 'aov', 'kontrol']",negatif,negatif,TN
320,mantap,['mantap'],positif,positif,TP
322,Terima kasih game baik🙏,"['terima', 'kasih', 'game', 'baik']",positif,positif,TP
323,ini sangat seru,"['sangat', 'seru']",positif,positif,TP
326,ok,['oke'],positif,positif,TP
327,"animasi nya keren, banyak skin gratis nya","['animasi', 'keren', 'banyak', 'skin', 'gratis']",positif,positif,TP
329,keren dan menarik,"['keren', 'tarik']",positif,positif,TP
331,ok,['oke'],positif,positif,TP
332,Ini sangat bagus,"['sangat', 'bagus']",positif,positif,TP
334,"Nama itu sukak"" Kami lah yg buat, beda banget sama ML ini asal buat nama sudah ada capek cari nama .","['nama', 'suka', 'buat', 'beda', 'banget', 'ml', 'buat', 'nama', 'lelah', 'cari', 'nama']",negatif,negatif,TN
335,"terlalu besar game ya. hpku 4 GB. ngelak"" tolong agak di kecilkan","['game', 'ya', 'hpku', 'gb', 'ngelag', 'tolong', 'kecil']",negatif,negatif,TN
336,mantap,['mantap'],positif,positif,TP
338,Gak jauh beda sama mlbb banyak draksistem dan sering terjadi masalah sama jaringannya👎👎👎👎👎,"['tidak', 'jauh', 'beda', 'mlbb', 'banyak', 'dark', 'system', 'sering', 'masalah', 'jaring']",negatif,negatif,TN
339,mantap banget gamenya,"['mantap', 'banget', 'gamenya']",positif,positif,TP
341,game nya bagus banget,"['game', 'bagus', 'banget']",positif,positif,TP
343,keren..,['keren'],positif,positif,TP
345,keren,['keren'],positif,positif,TP
347,wah game' nya bagus👍,"['game', 'bagus']",positif,positif,TP
348,"Fpsnya stabil, dan banyak hadiah menarik","['fpsnya', 'stabil', 'banyak', 'hadiah', 'tarik']",positif,positif,TP
350,ok,['oke'],positif,positif,TP
351,mantap,['mantap'],positif,positif,TP
352,game ini Bagus banget,"['game', 'bagus', 'banget']",positif,positif,TP
354,Mantap cuy,"['mantap', 'cuy']",positif,positif,TP
355,ok lah,['oke'],positif,positif,TP
356,Mantap,['mantap'],positif,positif,TP
357,bagus,['bagus'],positif,positif,TP
358,ok,['oke'],positif,positif,TP
359,game kont,"['game', 'kontol']",negatif,negatif,TN
360,mantab,['mantap'],positif,positif,TP
361,ok gas,"['oke', 'gas']",positif,positif,TP
364,susah menaikan pangkat karena ke bayakan drak sistem,"['susah', 'naik', 'pangkat', 'banyak', 'dark', 'system']",negatif,negatif,TN
365,Kalo mao mabar knp harus download data full,"['main', 'bareng', 'download', 'data', 'penuh']",negatif,negatif,TN
366,Gamenya sangat bagus dan keren sekali,"['gamenya', 'sangat', 'bagus', 'keren', 'sekali']",positif,positif,TP
367,Mantap,['mantap'],positif,positif,TP
370,lumayan bagus,"['lumayan', 'bagus']",positif,positif,TP
371,Bintangnya saya turunin 1 karna saya suka drop fpsnya saat war dan saya terpaksa harus keluar.,"['bintang', 'turunin', 'suka', 'drop', 'fpsnya', 'war', 'paksa', 'keluar']",negatif,negatif,TN
373,Lag,['lag'],negatif,negatif,TN
374,gila keren abis,"['gila', 'keren', 'abis']",positif,positif,TP
379,seru dan menyenangkan,"['seru', 'senang']",positif,positif,TP
380,mantapp,['mantap'],positif,positif,TP
384,bagus,['bagus'],positif,positif,TP
385,Bagus game nya,"['bagus', 'game']",positif,positif,TP
389,mantapnya,['mantap'],positif,positif,TP
390,Kenapa tidak bisa masuk game ???,"['tidak', 'bisa', 'masuk', 'game']",negatif,negatif,TN
391,"Game idaman,manjain pemain baru ga kaya game sebelah:v","['game', 'idam', 'manjain', 'main', 'baru', 'tidak', 'game', 'sebelahv']",positif,negatif,FN
393,"Ngasih tim ngotak dikit, sama kalau ngasih musuh jangan yg tier tinggi lah, masa gw main solo pas gw cek musuh gw tier nya jauh diatas gw","['ngasih', 'tim', 'ngotak', 'dikit', 'ngasih', 'musuh', 'jangan', 'tier', 'main', 'solo', 'pas', 'cek', 'musuh', 'tier', 'jauh', 'atas']",negatif,negatif,TN
394,"Game tolol gw main solo di diamond ketemu dark sistem semuaa, bahkan lebih banyak dark sistemnya dari pada ml game rusak game bodoh","['game', 'tolol', 'main', 'solo', 'diamond', 'ketemu', 'dark', 'system', 'semua', 'lebih', 'banyak', 'dark', 'system', 'ml', 'game', 'rusak', 'game', 'bodoh']",negatif,negatif,TN
395,lebih ringan dan hd,"['lebih', 'ringan', 'hd']",positif,positif,TP
396,seru,['seru'],positif,positif,TP
397,gamenya oke,"['gamenya', 'oke']",positif,positif,TP
400,anjir bagus game nya di banding game sebelah,"['anjing', 'bagus', 'game', 'banding', 'game', 'belah']",positif,positif,TP
402,"Kasih tim yang adil dan seimbang, sering banget punya tim buta map + ga ngerti cara main yang bener","['kasih', 'tim', 'adil', 'imbang', 'sering', 'banget', 'punya', 'tim', 'buta', 'map', 'tidak', 'ngerti', 'main', 'bener']",negatif,negatif,TN
407,mantaplah gamenya,"['mantap', 'gamenya']",positif,positif,TP
408,good,['bagus'],positif,positif,TP
409,Mantap,['mantap'],positif,positif,TP
410,good,['bagus'],positif,positif,TP
411,mantap honor,"['mantap', 'honor']",positif,positif,TP
412,keren,['keren'],positif,positif,TP
413,Game nya ngelag pas di lobby,"['game', 'ngelag', 'pas', 'beranda']",negatif,negatif,TN
415,"Honor of Kings,memang yg terbaik","['honor', 'of', 'kings', 'baik']",positif,negatif,FN
416,tolong sizenya di kecilkan,"['tolong', 'sizenya', 'kecil']",negatif,negatif,TN
417,Game nya Bagus Sekali Aku Sangat suka Game nya Semoga Game Nya Cepat Update,"['game', 'bagus', 'sekali', 'sangat', 'suka', 'game', 'moga', 'game', 'cepat', 'update']",positif,positif,TP
418,Ko suka riload/keluar sendiri gamenya,"['ko', 'suka', 'reload', 'keluar', 'gamenya']",negatif,negatif,TN
419,sangat bagus,"['sangat', 'bagus']",positif,positif,TP
420,mantap,['mantap'],positif,positif,TP
423,Ga jelas sinyal ilang ngedadak mulu tiap war kesel gw maen ini game mending kembali lagi ke game sebelah ini bener2 ngecewain bagus awal2 doang blm systim dark systemnya bikin mls,"['tidak', 'jelas', 'sinyal', 'hilang', 'dadak', 'mulu', 'war', 'kesel', 'main', 'game', 'mending', 'game', 'belah', 'bener', 'ngecewain', 'bagus', 'doang', 'blm', 'system', 'dark', 'systemnya', 'malas']",negatif,negatif,TN
424,keren pokonya,"['keren', 'pokok']",positif,positif,TP
427,Gamenya bagus,"['gamenya', 'bagus']",positif,positif,TP
431,Oke,['oke'],positif,positif,TP
434,mantap game nya,"['mantap', 'game']",positif,positif,TP
435,Mantapp kalii,"['mantap', 'kali']",positif,positif,TP
436,Ku kasih bintang 1 karena pas main solo kadang ketemu musuh nya tidak seimbang sama yang baru main tapi untuk event dan yang lain ku suka mohon perbaiki match nya,"['kasih', 'bintang', 'pas', 'main', 'solo', 'kadang', 'ketemu', 'musuh', 'tidak', 'imbang', 'baru', 'main', 'event', 'suka', 'mohon', 'baik', 'match']",negatif,negatif,TN
437,oke,['oke'],positif,positif,TP
438,game adil dan makmur,"['game', 'adil', 'makmur']",positif,negatif,FN
439,"Bagus sih gamenya, cuma memori penyimpanan terlalu besar, jdi untuk handphone yg RAM nya rendah ga bisa main ini","['bagus', 'sih', 'gamenya', 'memori', 'simpan', 'handphone', 'ram', 'rendah', 'tidak', 'bisa', 'main']",negatif,positif,FP
440,good,['bagus'],positif,positif,TP
441,"Geblek , banyak banget dark system , losetreak mulu kerjaan gw ,masa dari diamond 2 ke gold 3 . Gebleg emang","['goblok', 'banyak', 'banget', 'dark', 'system', 'losestreak', 'mulu', 'kerja', 'diamond', 'gold', 'goblok', 'emang']",negatif,negatif,TN
442,Bagus banget,"['bagus', 'banget']",positif,positif,TP
443,game paling bagus di bandingkan dengan game sebelah,"['game', 'bagus', 'banding', 'game', 'belah']",positif,positif,TP
444,buruk sangat penyesuaian hero,"['buruk', 'sangat', 'sesuai', 'hero']",negatif,negatif,TN
446,Game rusak aku di kasih tim dark sistem 16 kali mvp dengan kekalahan👍,"['game', 'rusak', 'kasih', 'tim', 'dark', 'system', 'kali', 'mvp', 'kalah']",negatif,negatif,TN
447,banyak dark sistem,"['banyak', 'dark', 'system']",negatif,negatif,TN
450,mantap heronya,"['mantap', 'hero']",positif,positif,TP
451,seru,['seru'],positif,positif,TP
452,mantap,['mantap'],positif,positif,TP
454,Masih ada bug terus kadang logout sendiri,"['bug', 'kadang', 'logout']",negatif,negatif,TN
456,Nice game,"['bagus', 'game']",positif,positif,TP
458,mantap,['mantap'],positif,positif,TP
459,"bagus banget, grafik smooth, ga pelit skin juga, wwkwk","['bagus', 'banget', 'grafik', 'halus', 'tidak', 'pelit', 'skin', 'wkwk']",positif,positif,TP
462,game idiot buat hero ga ngotak semua,"['game', 'idiot', 'buat', 'hero', 'tidak', 'ngotak', 'semua']",negatif,negatif,TN
464,best sih ini,"['baik', 'sih']",positif,positif,TP
465,bagus,['bagus'],positif,positif,TP
469,Elek gw top up gk masuk,"['jelek', 'top', 'up', 'tidak', 'masuk']",negatif,negatif,TN
470,"Untuk developer Tencent, tolong perbaiki dulu sistem jaringan sinyal gamenya. Saya sudah pakai double jaringan wifi sama data tetap saja ngelag parah kalau di pakai buat push rank","['developer', 'tencent', 'tolong', 'baik', 'system', 'jaring', 'sinyal', 'gamenya', 'pakai', 'double', 'jaring', 'wifi', 'data', 'ngelag', 'parah', 'pakai', 'buat', 'push', 'rank']",negatif,negatif,TN
471,lumayan,['lumayan'],positif,positif,TP
472,Game moba yang sangat² recommended buat di mainin,"['game', 'moba', 'sangat', 'recomended', 'buat', 'mainin']",positif,positif,TP
474,Baru download kok gak bisa login?,"['baru', 'download', 'tidak', 'bisa', 'login']",negatif,negatif,TN
475,bolehlah,[],positif,positif,TP
476,mantab,['mantap'],positif,positif,TP
477,mantep,['mantap'],positif,positif,TP
481,bagus,['bagus'],positif,positif,TP
482,keren bgt,"['keren', 'banget']",positif,positif,TP
483,mantap,['mantap'],positif,positif,TP
485,ok,['oke'],positif,positif,TP
487,memuaskan,['muas'],positif,positif,TP
488,"Game MOBA terbaik menurut gue dengan grafis yang memanjakan mata, hero yang unik dan banyak free skinnya terima kasih🙏","['game', 'moba', 'baik', 'grafik', 'manja', 'mata', 'hero', 'unik', 'banyak', 'gratis', 'skinnya', 'terima', 'kasih']",positif,positif,TP
491,lebih bagus dari game sebelah,"['lebih', 'bagus', 'game', 'belah']",positif,positif,TP
492,Bagus,['bagus'],positif,positif,TP
493,bagus aku suka hok game nya keren banyak hadiah menarik,"['bagus', 'suka', 'honor', 'of', 'kings', 'game', 'keren', 'banyak', 'hadiah', 'tarik']",positif,positif,TP
501,seruuu bwangwettt,"['seru', 'banget']",positif,positif,TP
502,bagus game nya,"['bagus', 'game']",positif,positif,TP
504,ok,['oke'],positif,positif,TP
505,mantapppp,['mantap'],positif,positif,TP
506,teman terlalu noob gameplay tidak seimbang,"['teman', 'payah', 'gameplay', 'tidak', 'imbang']",negatif,negatif,TN
507,Plagiat ml,"['plagiat', 'ml']",negatif,negatif,TN
508,dark sistem pindah sini semua ayoo biar ak cepet mitik,"['dark', 'system', 'pindah', 'semua', 'ayo', 'biar', 'cepet', 'mitik']",negatif,negatif,TN
509,Pakai wifi jaringannya susah dan GK cpt untuk buka dan keluar dan mulai game,"['pakai', 'wifi', 'jaring', 'susah', 'tidak', 'cpt', 'buka', 'keluar', 'mulai', 'game']",negatif,negatif,TN
510,bagus,['bagus'],positif,positif,TP
511,MANTAP GAME NYA ... BANYAK SKIN GRATIS!!!,"['mantap', 'game', 'banyak', 'skin', 'gratis']",positif,positif,TP
514,"bagus, game ini sangat ramah dan tidak kikir seperti game mobile legend 🤭🤭🤭🤭","['bagus', 'game', 'sangat', 'ramah', 'tidak', 'pelit', 'game', 'mobile', 'legend']",positif,positif,TP
515,Pakai hp tua rata kanan pun masih lancar,"['pakai', 'hp', 'tua', 'kanan', 'lancar']",positif,negatif,FN
516,ok,['oke'],positif,positif,TP
519,Mayan serulah,"['mayan', 'seru']",positif,positif,TP
520,Gak pelit,"['tidak', 'pelit']",positif,positif,TP
521,menyenangkan,['senang'],positif,positif,TP
522,lebih keren dari sebelah wkwk,"['lebih', 'keren', 'belah', 'wkwk']",positif,positif,TP
525,gamenya bgusss,"['gamenya', 'bagus']",positif,positif,TP
526,Asu jaringan tiba tiba merah pas lagi war padahal wifi baik baik aja setelah kalah baru bener😏,"['anjing', 'jaring', 'merah', 'pas', 'war', 'wifi', 'baik', 'baik', 'kalah', 'baru', 'bener']",negatif,negatif,TN
527,"capek lah kalah mulu mau naik ke DM aja susah banget setara epic di ml pada tolol playernya gilira musu pada jago terlalu jago malah, dahlah uninstall aja perasaan agak gampang di ml hok skin sama grafik bagus tapi","['lelah', 'kalah', 'mulu', 'naik', 'diamond', 'susah', 'banget', 'tara', 'epic', 'ml', 'tolol', 'playernya', 'musuh', 'jago', 'jago', 'dah', 'uninstall', 'peras', 'gampang', 'ml', 'honor', 'of', 'kings', 'skin', 'grafik', 'bagus']",negatif,negatif,TN
528,Ga ningkat susah naik,"['tidak', 'ningkat', 'susah', 'naik']",negatif,negatif,TN
529,Sekarang hok udah kayak mlbb banyak drak sistem,"['honor', 'of', 'kings', 'udah', 'mlbb', 'banyak', 'dark', 'system']",negatif,negatif,TN
530,Bagus banget,"['bagus', 'banget']",positif,positif,TP
531,mantap,['mantap'],positif,positif,TP
533,mantap bro..,"['mantap', 'kawan']",positif,positif,TP
535,menarik,['tarik'],positif,positif,TP
540,Bagos,['bagus'],positif,positif,TP
541,Oke,['oke'],positif,positif,TP
542,mantap,['mantap'],positif,positif,TP
546,ok,['oke'],positif,positif,TP
547,Gameny bagus banget gk kalah asik ama sebelah,"['gamenya', 'bagus', 'banget', 'tidak', 'kalah', 'asik', 'belah']",positif,positif,TP
549,skin nya keren ajg gk kaya di ml pelit,"['skin', 'keren', 'anjing', 'tidak', 'ml', 'pelit']",positif,positif,TP
550,bagus juga,['bagus'],positif,positif,TP
551,kereeennn,['keren'],positif,positif,TP
554,bagus,['bagus'],positif,positif,TP
555,game nya sangat menarik,"['game', 'sangat', 'tarik']",positif,positif,TP
556,"Game banyak cheater dan tidak di banned cuma di kurangi poinya saja 👎👎 buat apa ada bebatuan kalau bisa di tembus pemainya ,game yang aneh","['game', 'banyak', 'cheater', 'tidak', 'baned', 'kurang', 'poin', 'buat', 'bebatuan', 'bisa', 'tembus', 'mai', 'game', 'aneh']",negatif,negatif,TN
558,"minus nya kalo jaringan gak stabil gak bisa login, sedangkan wifi aman, dan ruang penyimpanan masih banyak min, tolong di perbaiki ya min, makasih","['minus', 'jaring', 'tidak', 'stabil', 'tidak', 'bisa', 'login', 'wifi', 'aman', 'ruang', 'simpan', 'banyak', 'developer', 'tolong', 'baik', 'ya', 'developer', 'makasih']",negatif,negatif,TN
560,bagus gamenya,"['bagus', 'gamenya']",positif,positif,TP
561,mantap,['mantap'],positif,positif,TP
565,kerennnnnnn,['keren'],positif,positif,TP
566,GAMENYA OKE BANGET,"['gamenya', 'oke', 'banget']",positif,positif,TP
567,berhasil,['hasil'],positif,negatif,FN
568,Lebih parah lagi dari mobile lagen tim nya.. Para bocah2 tolol main,"['lebih', 'parah', 'mobile', 'lagen', 'tim', 'parah', 'bocah', 'tolol', 'main']",negatif,negatif,TN
569,Gokil,['keren'],positif,positif,TP
571,Lag banget gak ramah sama hp kentang,"['lag', 'banget', 'tidak', 'ramah', 'hp', 'kentang']",negatif,negatif,TN
572,ok banget,"['oke', 'banget']",positif,positif,TP
573,Game seru,"['game', 'seru']",positif,positif,TP
575,Game sangat seru,"['game', 'sangat', 'seru']",positif,positif,TP
577,GAME MANTAPP,"['game', 'mantap']",positif,positif,TP
578,game nya bagus mekanik dalam game nya juga keren grafik nya udh bagus dev nya juga baik udh banyak ngasih skin gratisan banyak skin epic yg di kasih secara gratis thanks dev,"['game', 'bagus', 'mekanik', 'game', 'keren', 'grafik', 'udah', 'bagus', 'developer', 'baik', 'udah', 'banyak', 'ngasih', 'skin', 'gratis', 'banyak', 'skin', 'epic', 'kasih', 'gratis', 'terima', 'kasih', 'developer']",positif,negatif,FN
581,keren bgt cuy,"['keren', 'banget', 'cuy']",positif,positif,TP
582,mantap,['mantap'],positif,positif,TP
583,boleh lah game MOBA Hero dan itemnya keren2,"['game', 'moba', 'hero', 'item', 'keren']",positif,positif,TP
585,okk,['oke'],positif,positif,TP
586,Gem kok niru gem lainya wkwk,"['game', 'plagiat', 'game', 'wkwk']",negatif,negatif,TN
587,Banyak bug,"['banyak', 'bug']",negatif,negatif,TN
591,bgus,['bagus'],positif,positif,TP
596,Enak banget aku suka game ini,"['enak', 'banget', 'suka', 'game']",positif,positif,TP
599,Gem baik smoga panjang umur,"['game', 'baik', 'smoga', 'umur']",positif,positif,TP
603,menurut gua game ini udah bagus.. kurang nya kalo di game ini kadang kadang sering delay pas pencet tombol tombol yang ada di loby kayak pas pencet Hero suka deley gituu ada lagi pas kita mau main game ini pas offline kok gak bisa? padahal udah download resource offline nya?,"['game', 'udah', 'bagus', 'game', 'kadang', 'kadang', 'sering', 'delay', 'pas', 'pencet', 'tombol', 'tombol', 'beranda', 'pas', 'pencet', 'hero', 'suka', 'delay', 'gitu', 'pas', 'main', 'game', 'pas', 'offline', 'tidak', 'bisa', 'udah', 'download', 'resource', 'offline']",negatif,negatif,TN
604,"min kenapa yaa sinyal nya suka naik ga turun turun padahal mabar sama temen pake wifi yang sama dan dia bagus bagus aja sedangkan akun tembus 300 an dan temen aku pun ngalamin yang sama sebalik nya beberapa hari yg lalu,kek nya dari server nya deh tolong diperbaiki lagi ya min biar memberikan pengalaman bermain yang lebih baik untuk player nya","['developer', 'ya', 'sinyal', 'suka', 'naik', 'tidak', 'turun', 'turun', 'main', 'bareng', 'temen', 'pake', 'wifi', 'bagus', 'bagus', 'akun', 'tembus', 'an', 'temen', 'ngalamin', 'balik', 'server', 'dah', 'tolong', 'baik', 'ya', 'developer', 'biar', 'alam', 'main', 'lebih', 'baik', 'player']",negatif,negatif,TN
605,Game tolol ajg percumah gratis skin ngasih tim gak jelas gw dah kalah 15 kali ada ajg itu pun tier gold gak jelas ajg ngasih musuh gak ngotak,"['game', 'tolol', 'anjing', 'percuma', 'gratis', 'skin', 'ngasih', 'tim', 'tidak', 'jelas', 'dah', 'kalah', 'kali', 'anjing', 'tier', 'gold', 'tidak', 'jelas', 'anjing', 'ngasih', 'musuh', 'tidak', 'ngotak']",negatif,negatif,TN
606,gamenya bagus,"['gamenya', 'bagus']",positif,positif,TP
608,Kalo udah nyaman sama mobile lagend maen nih game rasanya aneh banget deh.. versinya belum bisa ngalahin mobile lagend,"['udah', 'nyaman', 'mobile', 'legend', 'main', 'game', 'aneh', 'banget', 'dah', 'versi', 'bisa', 'ngalahin', 'mobile', 'legend']",negatif,negatif,TN
